ceeb,ncessch
051249,061839003213
051260,061839002254
051262,061839002260
051270,060005007487
051272,068450007063
051271,068450007059
051283,068450008251
051273,068450009467
051984,068450007067
051274,068450007376
051518,060369008715
051275,060245008787
051284,061873008302
052929,061914008596
051285,061911002305
051289,061932003173
051290,061932002325
051295,061949008866
051305,061965002360
051310,061983002383
051312,062013002408
052398,060744011221
051301,061524007518
051313,061524001923
051325,061476001811
051327,061476001814
053763,01897007
051335,063432005496
051479,063432008303
051351,061623002027
051110,061623002022
051350,061623002023
052155,062769004162
051352,062769004172
050379,060263000177
050238,060411000371
051359,061632502049
051357,063375005207
051364,060411000375
051388,061632509143
051367,061632502069
051328,061111003582
051384,062949004548
051370,060561000505
051315,060165000032
051320,062037002454
051369,063386005303
050759,063261005073
051340,063261005074
051439,060002706254
053767,060002709488
051402,060002710280
051974,063386005296
051342,061954002347
051407,061954008870
051345,062067002484
051343,062067002486
051346,061623002019
051446,062079007308
050155,060162000002
051347,062250002733
051348,060444000402
051496,062985008515
051408,061954002351
051355,060282000203
051334,060282000204
051412,060282004582
051361,063879006523
051366,063879006524
051396,063879010109
051363,062115002537
051431,060792007515
051375,060792000759
051391,060792000760
051380,064258007900
051395,062127002548
051416,060002604544
051385,061187001328
051390,060966509665
051400,062140002561
051498,062142011328
051427,064214003557
051405,064214006897
051406,064214006898
051410,062181002589
051415,062187002595
051418,060282009516
051493,060282010514
051524,062205009891
051420,062205002615
051519,062205009390
051422,062211002621
051423,062211002626
051425,062211002630
051430,062466003700
051437,062223002655
051441,062223002658
051440,062223002665
051450,062241002677
051455,062241002684
051457,062241002687
051460,062244002693
051465,062250002728
051466,062250010239
051504,062250005870
051480,062250002751
051475,060010810921
051483,062250008506
051501,062250008720
051476,062250002745
051505,062250002769
051507,063075004782
051491,062259007748
051508,062259007304
051510,062631003929
051520,062271003139
051525,062271003064
051540,062271007751
051550,062271003021
051553,062271007763
051563,062271002908
051572,062271010518
051569,062271002941
051575,062271003109
051573,062271002953
051574,062271003031
051795,062271002965
051576,062271007757
051655,062271003110
051580,062271002970
051719,062271010240
051590,062271002998
051788,062271003017
051605,062271003444
051601,062271003214
051615,062271003088
051635,062271003037
051645,062271003023
051650,062271003171
051595,062271010842
051672,062271009150
051523,062271003140
051561,062271008887
051677,069107809663
051680,062271003151
051700,062271003163
051713,062271007759
051720,062271003181
051532,062271002823
051722,062271009569
051733,062271003235
051755,062271003296
051794,062271003313
051802,069107807106
051805,062271003315
051815,062271003106
051814,062271003397
051825,062271003413
051828,062271003429
051829,00072086
051832,062271003435
051833,062271007768
051853,062271003452
051830,062271003455
051840,062271003466
051844,062271002128
051845,062274003481
051848,062274003484
051855,062280003486
051860,062286003497
051864,062292010662
051871,062007002399
051870,062007002401
051875,063678006229
051449,060001510305
051885,062316003536
051879,062316008512
052406,060011611161
051886,062334004611
051882,060006808144
051881,060006810542
051890,062334003548
051906,062334005939
051896,063570002173
051892,062353003568
051895,060002506328
051898,062361007775
051899,062361003577
051900,062361003583
051903,062361004002
051905,062382003597
051908,062553003821
051529,062271002822
051910,062394003602
051912,062394008895
051878,060207008446
051915,062403003612
051928,062409009399
052409,062409008671
051925,062409003633
051930,062415003642
050926,061347001536
051943,061575011200
052801,061575007240
051940,063694006278
051945,062423007315
051948,060303000239
051951,062448003658
051950,062448003660
051952,060002200395
051907,063021004992
052022,063186010397
051953,062466003308
053865,062466008164
051963,062466003702
051969,062466003703
051970,062475003708
051975,063879006526
051972,063498005924
051973,062450003664
051978,062450003666
051989,061926009556
051041,063759006366
051980,063759006369
051968,060744000685
051996,063386007199
051981,063386005307
051964,063386005315
051958,063386008957
053178,069104111212
053179,069104110690
051986,062515003734
051983,062515003739
051994,062515001807
051985,062515003744
052004,069104107887
052024,062515003737
052000,062515003753
052019,069104108409
052028,069104111213
052005,062523003771
052006,062523008904
052015,062532003780
052018,060816000793
052029,062547003803
052037,062547003808
052038,062547003811
052050,062553003839
052049,062569008166
052055,062569007784
052046,062569010455
052058,060165000033
052059,062580008906
053454,062580003868
052044,062580003589
053459,062580003869
052056,069113510283
052057,062580009404
052216,062580010583
052060,062583003877
052061,063480005875
052080,063694006279
052229,062631003931
052075,062631003930
052068,060002902467
052073,060002909685
053004,060002911249
052085,062664004022
052102,062664006081
052101,062664010563
052088,062664004037
052105,063864006495
052110,062676004057
051053,060726008436
052226,060001208749
050719,060000908779
052213,060002110468
052118,062706004080
052114,062706004085
052116,060964001010
052117,060964001020
052120,064251006959
052125,062720004100
052128,062724004109
052130,062724004124
050795,061178001299
052211,062308010656
054073,060985011712
052129,060985001061
052132,061575001988
052139,061575007727
052902,062271003193
051549,062271007753
052145,062271003230
050065,063678006224
052204,060005307510
052166,062769004168
052167,062769004180
052173,062772004190
052171,062772004199
052170,062772004191
052172,062772004196
052214,062778010350
050006,062785007253
050007,062785007799
052175,060006204231
052219,060006206757
052231,064337010541
052176,064337007023
052197,062805004244
052190,062805004247
052188,062805005632
052196,062805007326
052205,062805004262
052212,062805008676
051761,062805010459
052220,062805004300
052243,062805005665
053009,062805011350
052225,062805004304
052410,062805010461
052240,062805004305
052389,062805010460
052238,062805004315
052484,062805011351
053202,062805010407
050372,062160005726
052248,062825004360
052250,062825004367
052249,062825004368
052357,062825008313
052433,062825011274
052260,062827004379
051919,062409003630
052184,060011610544
052275,060816000791
052384,060816010606
052274,060816000795
052268,060816000797
052276,062865004425
052280,062865004441
052286,062865004448
052284,063462005761
052288,063462008193
052282,060165000036
052285,060004507090
053789,069100808479
052289,061035001158
052290,061035001159
052336,062913007489
052293,062913004495
052295,062913004496
052294,062913004497
052297,062927004517
052298,062927004519
052305,062927004520
052379,062927010452
052299,062927004521
052310,062937004530
052327,062271004593
052314,062271003392
052308,061893002294
050721,061893002296
052489,062271010516
052319,061111008819
052320,062955004569
052541,060282009515
052315,060282000205
052491,060282011346
052347,062961004587
053017,062961007813
052350,062961004596
052581,063660010326
052358,062970010532
052371,062982004345
052408,062982007949
052360,062982004640
052365,062985004653
052370,062991004657
052373,062994004662
052388,062994004679
052390,062994004681
052426,060645007514
052407,062604007847
052427,063462008578
052428,060001606467
052429,063697202619
052401,062994004684
052382,062994004669
052423,060005807769
052425,060004807404
052431,063003010334
052430,063003004703
052438,063021003605
052440,063021004712
052442,063021004713
052446,069113510284
052445,062022002423
052451,063025001786
052448,063025004715
052460,063025004723
052457,063025004725
052453,063025001788
052456,063025005439
052467,060003801994
052461,063697007874
052459,063697001140
052437,063697007876
052655,061218001372
052469,061218001383
052462,063033004731
052468,063033007819
050455,062610003906
052464,063255005052
052475,063060004752
052473,063060007821
052476,063066004756
052478,063066004757
052480,063066004773
052483,069100601981
052485,061207001342
050659,062637003941
052492,062637009946
052494,062637010197
052495,060002009282
052497,060002009279
052499,060002009280
052500,063123004831
052516,063132007136
052503,063132004841
052501,063132004842
052508,069107804580
052506,063132004856
052510,063132010247
052505,063132004858
052537,063132008730
052511,060006404878
052519,060006408426
052513,060006404879
052515,060006404880
053450,063816006445
052525,063117004825
052530,063140004868
052533,063153004893
052535,063162004902
052538,062759007566
052543,060282000206
052540,063117007601
052545,063117004827
052551,063171004906
052959,063171008945
052550,063171004908
052553,061389001568
052560,061389001573
052562,061389009821
052987,060816010605
052546,060816001122
052563,02187540
053149,060744008750
052580,063660006210
052944,062519008527
053875,063660010676
052585,063660006213
052978,063660008391
052344,061560008502
052928,063207008292
052591,063207004945
052572,063207007268
052590,063207004946
051897,060003202227
052600,060003206330
052603,063639006196
052605,063639006198
052631,061970009385
052615,061970002374
052616,062271002806
052618,062271002923
052619,062271003107
053014,062271010524
052620,062271003301
052617,062271009151
052614,062271003055
052622,063237004990
052629,063237001126
052625,063255005018
052630,063255005037
052636,063255005055
050550,063680006232
052643,061575001991
052645,063311005125
052650,063288005112
052657,060006104232
052660,060004005120
052658,063315005131
052661,063315005154
052659,060243000134
052567,063315008268
052664,060243000137
052764,063315003613
052670,063315005157
052665,063315005156
052672,061926002318
052676,590001900138
052609,060001302405
052678,060994001081
053849,060994010688
052356,062970008173
052683,062970010246
052684,063762006374
